what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400622678086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622680064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622691745
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400622699966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622700935
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1400622701089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622701092
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1400622701294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622718965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622720727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622722192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622723602
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622727878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400622727882
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400622728010
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400622729758
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400622730201
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622731900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622965259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622967231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622975046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1400622983051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400622995284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623046063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623047187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623059708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623060681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623134292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400623153083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400626956975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400626959326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400626959774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400626963229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400626964107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400627014501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400627054981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400627081131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400627082919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628631018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628632684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628633033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628637150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628637704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628707507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628708511
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628792887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400628795177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629321018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629324801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629983004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629984411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629984733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629987155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400629987694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630011291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630013011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630031339
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630032572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630175901
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1400630181010
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400630190076
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1400630190136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400630209677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400632072497
